alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact
ALM_000496,5G network in Central India experiencing info severity incident: Radio frequency interference in millimeter wave bands. Service affected: Video streaming buffering. Device vendor: Juniper.,Central India,5G,info,4,Juniper,"Incident resolved by performing: Reboot network controller, Review recent configuration changes, Perform traffic engineering reroute, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-03-18 05:17:00,Video streaming buffering
ALM_000497,LTE network in South India experiencing medium severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Ericsson.,South India,LTE,medium,44,Ericsson,"Incident resolved by performing: Check spectrum analyzer readings, Power cycle base station, Check RF parameters configuration, Review recent configuration changes. Root cause verified and preventive measures implemented.",2023-03-14 22:51:00,Roaming service unavailable
ALM_000498,5G network in North India experiencing low severity incident: Handover failure between cells. Service affected: Data session timeouts. Device vendor: Ericsson.,North India,5G,low,13,Ericsson,"Incident resolved by performing: Perform traffic engineering reroute, Check spectrum analyzer readings, Reboot network controller, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-08-30 21:03:00,Data session timeouts
ALM_000499,Microwave network in North India experiencing info severity incident: Frequency offset error. Service affected: SMS delivery delays. Device vendor: Cisco.,North India,Microwave,info,5,Cisco,"Incident resolved by performing: Check spectrum analyzer readings, Verify power supply specifications, Perform traffic engineering reroute, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-06-20 06:45:00,SMS delivery delays
ALM_000500,GSM network in South India experiencing high severity incident: Unknown cause. Service affected: Emergency call drops. Device vendor: Nokia.,South India,GSM,high,93,Nokia,"Incident resolved by performing: Validate antenna alignment, Check RF parameters configuration, Reboot network controller. Root cause verified and preventive measures implemented.",2023-12-17 20:45:00,Emergency call drops
A100000,Increased call drops after configuration update,South India,4G,low,75,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 00:00:00,High user impact
A100001,DNS resolution issues impacting services,South India,5G,low,113,Nokia,Updated DNS configuration and cache,2025-01-01 00:15:00,Moderate user impact
A100002,Multiple BTS synchronization failures,South India,IMS,medium,11,Cisco,Reconfigured timing source and synchronization settings,2025-01-01 00:30:00,High user impact
A100003,Multiple BTS synchronization failures,West India,Core Network,medium,76,Huawei,Reconfigured timing source and synchronization settings,2025-01-01 00:45:00,Low user impact
A100004,Packet gateway overload during peak traffic,South India,5G,low,200,Cisco,Added capacity and balanced traffic,2025-01-01 01:00:00,High user impact
A100005,Increased call drops after configuration update,North India,5G,medium,93,Cisco,Rolled back configuration and monitored KPIs,2025-01-01 01:15:00,High user impact
A100006,DNS resolution issues impacting services,North India,Fiber,low,101,Juniper,Updated DNS configuration and cache,2025-01-01 01:30:00,Moderate user impact
A100007,Radio link failures across sectors,South India,4G,high,185,Huawei,Replaced faulty radio module,2025-01-01 01:45:00,Moderate user impact
A100008,Increased call drops after configuration update,East India,Fiber,critical,226,Cisco,Rolled back configuration and monitored KPIs,2025-01-01 02:00:00,Moderate user impact
A100009,Radio link failures across sectors,North India,5G,low,95,Juniper,Replaced faulty radio module,2025-01-01 02:15:00,High user impact
A100010,Fiber latency spike between backbone nodes,West India,Core Network,medium,67,Huawei,Re-routed traffic through alternate path,2025-01-01 02:30:00,High user impact
A100011,DNS resolution issues impacting services,South India,5G,medium,88,Huawei,Updated DNS configuration and cache,2025-01-01 02:45:00,Moderate user impact
A100012,Core authentication service failures,West India,4G,medium,59,Cisco,Restarted authentication cluster,2025-01-01 03:00:00,High user impact
A100013,Core authentication service failures,West India,Fiber,critical,169,Nokia,Restarted authentication cluster,2025-01-01 03:15:00,High user impact
A100014,Multiple BTS synchronization failures,South India,Core Network,high,142,Juniper,Reconfigured timing source and synchronization settings,2025-01-01 03:30:00,High user impact
A100015,Core authentication service failures,West India,5G,medium,40,Ericsson,Restarted authentication cluster,2025-01-01 03:45:00,High user impact
A100016,Increased call drops after configuration update,East India,IMS,low,45,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 04:00:00,High user impact
A100017,Core authentication service failures,North India,IMS,medium,124,Ericsson,Restarted authentication cluster,2025-01-01 04:15:00,High user impact
A100018,Increased call drops after configuration update,North India,Fiber,high,142,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 04:30:00,High user impact
A100019,Packet gateway overload during peak traffic,North India,IMS,medium,121,Nokia,Added capacity and balanced traffic,2025-01-01 04:45:00,Low user impact
A100020,DNS resolution issues impacting services,North India,IMS,critical,227,Juniper,Updated DNS configuration and cache,2025-01-01 05:00:00,High user impact
A100021,Multiple BTS synchronization failures,North India,IMS,low,200,Ericsson,Reconfigured timing source and synchronization settings,2025-01-01 05:15:00,High user impact
A100022,Intermittent voice service degradation,West India,Fiber,medium,9,Nokia,Adjusted radio and QoS parameters,2025-01-01 05:30:00,Moderate user impact
A100023,5G users unable to establish data sessions,South India,Core Network,medium,150,Ericsson,Restarted packet gateway and validated connectivity,2025-01-01 05:45:00,Moderate user impact
A100024,DNS resolution issues impacting services,West India,IMS,high,37,Nokia,Updated DNS configuration and cache,2025-01-01 06:00:00,High user impact
A100025,Packet gateway overload during peak traffic,South India,IMS,medium,160,Nokia,Added capacity and balanced traffic,2025-01-01 06:15:00,High user impact
A100026,Packet gateway overload during peak traffic,West India,Core Network,medium,176,Juniper,Added capacity and balanced traffic,2025-01-01 06:30:00,High user impact
A100027,Backhaul congestion detected,West India,5G,low,62,Juniper,Applied traffic engineering optimization,2025-01-01 06:45:00,Moderate user impact
A100028,DNS resolution issues impacting services,South India,5G,medium,61,Nokia,Updated DNS configuration and cache,2025-01-01 07:00:00,Low user impact
A100029,Increased call drops after configuration update,South India,IMS,critical,225,Nokia,Rolled back configuration and monitored KPIs,2025-01-01 07:15:00,High user impact
A100030,Packet gateway overload during peak traffic,West India,IMS,high,59,Juniper,Added capacity and balanced traffic,2025-01-01 07:30:00,High user impact
A100031,Backhaul congestion detected,South India,5G,medium,126,Ericsson,Applied traffic engineering optimization,2025-01-01 07:45:00,High user impact
A100032,Core authentication service failures,South India,5G,medium,110,Ericsson,Restarted authentication cluster,2025-01-01 08:00:00,High user impact
A100033,Core authentication service failures,South India,4G,high,209,Nokia,Restarted authentication cluster,2025-01-01 08:15:00,Moderate user impact
A100034,DNS resolution issues impacting services,North India,Core Network,medium,113,Nokia,Updated DNS configuration and cache,2025-01-01 08:30:00,High user impact
A100035,Increased call drops after configuration update,South India,5G,medium,225,Juniper,Rolled back configuration and monitored KPIs,2025-01-01 08:45:00,High user impact
A100036,5G users unable to establish data sessions,West India,Core Network,critical,197,Cisco,Restarted packet gateway and validated connectivity,2025-01-01 09:00:00,High user impact
A100037,Backhaul congestion detected,West India,Core Network,medium,107,Ericsson,Applied traffic engineering optimization,2025-01-01 09:15:00,Moderate user impact
A100038,Core authentication service failures,North India,Core Network,medium,205,Juniper,Restarted authentication cluster,2025-01-01 09:30:00,High user impact
A100039,Backhaul congestion detected,South India,IMS,low,80,Juniper,Applied traffic engineering optimization,2025-01-01 09:45:00,High user impact
A100040,5G users unable to establish data sessions,South India,Core Network,high,19,Juniper,Restarted packet gateway and validated connectivity,2025-01-01 10:00:00,Moderate user impact
A100041,DNS resolution issues impacting services,West India,5G,low,135,Juniper,Updated DNS configuration and cache,2025-01-01 10:15:00,Moderate user impact
A100042,Increased call drops after configuration update,South India,IMS,high,65,Nokia,Rolled back configuration and monitored KPIs,2025-01-01 10:30:00,High user impact
A100043,Intermittent voice service degradation,East India,IMS,high,163,Juniper,Adjusted radio and QoS parameters,2025-01-01 10:45:00,Moderate user impact
A100044,DNS resolution issues impacting services,West India,4G,medium,71,Huawei,Updated DNS configuration and cache,2025-01-01 11:00:00,High user impact
A100045,Core authentication service failures,West India,Fiber,low,170,Ericsson,Restarted authentication cluster,2025-01-01 11:15:00,High user impact
A100046,5G users unable to establish data sessions,South India,IMS,medium,149,Nokia,Restarted packet gateway and validated connectivity,2025-01-01 11:30:00,Moderate user impact
A100047,DNS resolution issues impacting services,South India,Fiber,medium,94,Huawei,Updated DNS configuration and cache,2025-01-01 11:45:00,Moderate user impact
A100048,Fiber latency spike between backbone nodes,North India,IMS,medium,144,Juniper,Re-routed traffic through alternate path,2025-01-01 12:00:00,High user impact
A100049,5G users unable to establish data sessions,South India,4G,high,146,Huawei,Restarted packet gateway and validated connectivity,2025-01-01 12:15:00,High user impact
A100050,Increased call drops after configuration update,West India,Fiber,critical,195,Huawei,Rolled back configuration and monitored KPIs,2025-01-01 12:30:00,High user impact
A100051,Intermittent voice service degradation,North India,IMS,medium,92,Cisco,Adjusted radio and QoS parameters,2025-01-01 12:45:00,High user impact
A100052,Packet gateway overload during peak traffic,South India,Core Network,critical,221,Huawei,Added capacity and balanced traffic,2025-01-01 13:00:00,Moderate user impact
A100053,5G users unable to establish data sessions,North India,4G,low,202,Cisco,Restarted packet gateway and validated connectivity,2025-01-01 13:15:00,Moderate user impact
A100054,DNS resolution issues impacting services,South India,5G,high,148,Nokia,Updated DNS configuration and cache,2025-01-01 13:30:00,Moderate user impact
A100055,DNS resolution issues impacting services,North India,4G,low,99,Cisco,Updated DNS configuration and cache,2025-01-01 13:45:00,High user impact
A100056,Fiber latency spike between backbone nodes,West India,4G,low,98,Nokia,Re-routed traffic through alternate path,2025-01-01 14:00:00,Moderate user impact
A100057,Increased call drops after configuration update,South India,4G,medium,148,Nokia,Rolled back configuration and monitored KPIs,2025-01-01 14:15:00,High user impact
A100058,Fiber latency spike between backbone nodes,East India,5G,critical,212,Nokia,Re-routed traffic through alternate path,2025-01-01 14:30:00,High user impact
A100059,Radio link failures across sectors,South India,Fiber,high,110,Nokia,Replaced faulty radio module,2025-01-01 14:45:00,High user impact
A100060,Increased call drops after configuration update,South India,4G,medium,14,Cisco,Rolled back configuration and monitored KPIs,2025-01-01 15:00:00,High user impact
A100061,Radio link failures across sectors,South India,5G,medium,208,Nokia,Replaced faulty radio module,2025-01-01 15:15:00,High user impact
A100062,Core authentication service failures,North India,Fiber,medium,226,Juniper,Restarted authentication cluster,2025-01-01 15:30:00,Moderate user impact
A100063,Core authentication service failures,West India,5G,high,220,Ericsson,Restarted authentication cluster,2025-01-01 15:45:00,High user impact
A100064,Packet gateway overload during peak traffic,South India,IMS,low,72,Cisco,Added capacity and balanced traffic,2025-01-01 16:00:00,Moderate user impact
A100065,Radio link failures across sectors,South India,IMS,high,85,Ericsson,Replaced faulty radio module,2025-01-01 16:15:00,High user impact
A100066,Core authentication service failures,South India,Core Network,critical,53,Ericsson,Restarted authentication cluster,2025-01-01 16:30:00,High user impact
A100067,DNS resolution issues impacting services,South India,Fiber,critical,142,Cisco,Updated DNS configuration and cache,2025-01-01 16:45:00,High user impact
A100068,Increased call drops after configuration update,South India,Fiber,critical,240,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 17:00:00,High user impact
A100069,Packet gateway overload during peak traffic,West India,Core Network,medium,175,Huawei,Added capacity and balanced traffic,2025-01-01 17:15:00,High user impact
A100070,DNS resolution issues impacting services,East India,4G,low,112,Juniper,Updated DNS configuration and cache,2025-01-01 17:30:00,High user impact
A100071,Intermittent voice service degradation,North India,Fiber,medium,145,Nokia,Adjusted radio and QoS parameters,2025-01-01 17:45:00,Low user impact
A100072,Core authentication service failures,West India,Core Network,high,160,Cisco,Restarted authentication cluster,2025-01-01 18:00:00,High user impact
A100073,Backhaul congestion detected,West India,5G,high,135,Huawei,Applied traffic engineering optimization,2025-01-01 18:15:00,High user impact
A100074,DNS resolution issues impacting services,South India,4G,high,163,Huawei,Updated DNS configuration and cache,2025-01-01 18:30:00,High user impact
A100075,Multiple BTS synchronization failures,South India,4G,high,42,Cisco,Reconfigured timing source and synchronization settings,2025-01-01 18:45:00,Moderate user impact
A100076,Intermittent voice service degradation,East India,IMS,high,23,Nokia,Adjusted radio and QoS parameters,2025-01-01 19:00:00,High user impact
A100077,Core authentication service failures,South India,5G,medium,67,Cisco,Restarted authentication cluster,2025-01-01 19:15:00,High user impact
A100078,Multiple BTS synchronization failures,West India,5G,low,183,Juniper,Reconfigured timing source and synchronization settings,2025-01-01 19:30:00,High user impact
A100079,Multiple BTS synchronization failures,West India,Core Network,critical,36,Juniper,Reconfigured timing source and synchronization settings,2025-01-01 19:45:00,High user impact
A100080,DNS resolution issues impacting services,South India,IMS,high,198,Cisco,Updated DNS configuration and cache,2025-01-01 20:00:00,High user impact
A100081,DNS resolution issues impacting services,West India,Core Network,medium,45,Huawei,Updated DNS configuration and cache,2025-01-01 20:15:00,High user impact
A100082,Multiple BTS synchronization failures,West India,4G,high,75,Huawei,Reconfigured timing source and synchronization settings,2025-01-01 20:30:00,High user impact
A100083,Backhaul congestion detected,North India,Fiber,low,78,Huawei,Applied traffic engineering optimization,2025-01-01 20:45:00,High user impact
A100084,DNS resolution issues impacting services,East India,4G,low,43,Nokia,Updated DNS configuration and cache,2025-01-01 21:00:00,High user impact
A100085,Increased call drops after configuration update,West India,Core Network,medium,89,Ericsson,Rolled back configuration and monitored KPIs,2025-01-01 21:15:00,High user impact
A100086,Multiple BTS synchronization failures,South India,IMS,high,104,Cisco,Reconfigured timing source and synchronization settings,2025-01-01 21:30:00,High user impact
A100087,Backhaul congestion detected,East India,Core Network,low,95,Juniper,Applied traffic engineering optimization,2025-01-01 21:45:00,High user impact
A100088,DNS resolution issues impacting services,West India,4G,high,234,Huawei,Updated DNS configuration and cache,2025-01-01 22:00:00,High user impact
A100089,Core authentication service failures,East India,4G,medium,104,Cisco,Restarted authentication cluster,2025-01-01 22:15:00,High user impact
A100090,Fiber latency spike between backbone nodes,East India,IMS,critical,141,Juniper,Re-routed traffic through alternate path,2025-01-01 22:30:00,Moderate user impact
A100091,5G users unable to establish data sessions,West India,4G,low,114,Ericsson,Restarted packet gateway and validated connectivity,2025-01-01 22:45:00,Moderate user impact
A100092,Packet gateway overload during peak traffic,West India,Fiber,medium,59,Cisco,Added capacity and balanced traffic,2025-01-01 23:00:00,High user impact
A100093,Packet gateway overload during peak traffic,North India,5G,high,217,Cisco,Added capacity and balanced traffic,2025-01-01 23:15:00,High user impact
A100094,5G users unable to establish data sessions,South India,5G,high,18,Ericsson,Restarted packet gateway and validated connectivity,2025-01-01 23:30:00,High user impact
A100095,5G users unable to establish data sessions,South India,4G,critical,56,Nokia,Restarted packet gateway and validated connectivity,2025-01-01 23:45:00,Moderate user impact
A100096,Fiber latency spike between backbone nodes,South India,Core Network,medium,34,Huawei,Re-routed traffic through alternate path,2025-01-02 00:00:00,High user impact
A100097,Radio link failures across sectors,South India,4G,low,160,Huawei,Replaced faulty radio module,2025-01-02 00:15:00,High user impact
A100098,Increased call drops after configuration update,East India,Core Network,high,84,Nokia,Rolled back configuration and monitored KPIs,2025-01-02 00:30:00,High user impact
A100099,Increased call drops after configuration update,South India,5G,high,217,Huawei,Rolled back configuration and monitored KPIs,2025-01-02 00:45:00,High user impact
A100100,Intermittent voice service degradation,South India,Fiber,high,208,Juniper,Adjusted radio and QoS parameters,2025-01-02 01:00:00,High user impact
A100101,Core authentication service failures,West India,5G,high,22,Cisco,Restarted authentication cluster,2025-01-02 01:15:00,High user impact
A100102,Backhaul congestion detected,West India,4G,low,97,Cisco,Applied traffic engineering optimization,2025-01-02 01:30:00,High user impact
A100103,Fiber latency spike between backbone nodes,South India,IMS,high,171,Cisco,Re-routed traffic through alternate path,2025-01-02 01:45:00,High user impact
A100104,Backhaul congestion detected,North India,Fiber,medium,192,Nokia,Applied traffic engineering optimization,2025-01-02 02:00:00,High user impact
A100105,Increased call drops after configuration update,West India,IMS,medium,120,Juniper,Rolled back configuration and monitored KPIs,2025-01-02 02:15:00,High user impact
A100106,Core authentication service failures,West India,Core Network,medium,131,Nokia,Restarted authentication cluster,2025-01-02 02:30:00,High user impact
A100107,Radio link failures across sectors,South India,Fiber,high,92,Juniper,Replaced faulty radio module,2025-01-02 02:45:00,High user impact
A100108,5G users unable to establish data sessions,South India,Core Network,medium,53,Cisco,Restarted packet gateway and validated connectivity,2025-01-02 03:00:00,Moderate user impact
A100109,DNS resolution issues impacting services,West India,Core Network,high,181,Ericsson,Updated DNS configuration and cache,2025-01-02 03:15:00,High user impact
A100110,Increased call drops after configuration update,South India,Fiber,medium,108,Juniper,Rolled back configuration and monitored KPIs,2025-01-02 03:30:00,High user impact
A100111,Radio link failures across sectors,East India,IMS,medium,140,Huawei,Replaced faulty radio module,2025-01-02 03:45:00,High user impact
A100112,Radio link failures across sectors,North India,4G,high,74,Ericsson,Replaced faulty radio module,2025-01-02 04:00:00,High user impact
A100113,Multiple BTS synchronization failures,West India,4G,medium,195,Nokia,Reconfigured timing source and synchronization settings,2025-01-02 04:15:00,High user impact
A100114,Backhaul congestion detected,South India,Fiber,medium,155,Ericsson,Applied traffic engineering optimization,2025-01-02 04:30:00,High user impact
A100115,Multiple BTS synchronization failures,North India,5G,medium,97,Juniper,Reconfigured timing source and synchronization settings,2025-01-02 04:45:00,High user impact
A100116,Fiber latency spike between backbone nodes,North India,4G,medium,18,Cisco,Re-routed traffic through alternate path,2025-01-02 05:00:00,High user impact
A100117,Increased call drops after configuration update,West India,Core Network,critical,151,Cisco,Rolled back configuration and monitored KPIs,2025-01-02 05:15:00,High user impact
A100118,Radio link failures across sectors,West India,5G,low,18,Ericsson,Replaced faulty radio module,2025-01-02 05:30:00,High user impact
A100119,Core authentication service failures,South India,4G,medium,152,Nokia,Restarted authentication cluster,2025-01-02 05:45:00,High user impact
A100120,Intermittent voice service degradation,South India,IMS,critical,26,Cisco,Adjusted radio and QoS parameters,2025-01-02 06:00:00,High user impact
A100121,Intermittent voice service degradation,North India,Core Network,high,163,Cisco,Adjusted radio and QoS parameters,2025-01-02 06:15:00,High user impact
A100122,Backhaul congestion detected,North India,IMS,medium,155,Juniper,Applied traffic engineering optimization,2025-01-02 06:30:00,High user impact
A100123,5G users unable to establish data sessions,South India,4G,high,194,Huawei,Restarted packet gateway and validated connectivity,2025-01-02 06:45:00,Moderate user impact
A100124,Increased call drops after configuration update,South India,4G,low,49,Ericsson,Rolled back configuration and monitored KPIs,2025-01-02 07:00:00,High user impact
A100125,Core authentication service failures,North India,5G,medium,157,Nokia,Restarted authentication cluster,2025-01-02 07:15:00,High user impact
A100126,Packet gateway overload during peak traffic,South India,4G,high,184,Huawei,Added capacity and balanced traffic,2025-01-02 07:30:00,High user impact
A100127,Intermittent voice service degradation,South India,IMS,high,55,Nokia,Adjusted radio and QoS parameters,2025-01-02 07:45:00,High user impact
A100128,Fiber latency spike between backbone nodes,South India,5G,critical,216,Nokia,Re-routed traffic through alternate path,2025-01-02 08:00:00,Moderate user impact
A100129,Packet gateway overload during peak traffic,North India,Core Network,high,216,Ericsson,Added capacity and balanced traffic,2025-01-02 08:15:00,High user impact
A100130,Backhaul congestion detected,North India,IMS,high,184,Juniper,Applied traffic engineering optimization,2025-01-02 08:30:00,High user impact
A100131,Backhaul congestion detected,East India,Fiber,medium,158,Juniper,Applied traffic engineering optimization,2025-01-02 08:45:00,Moderate user impact
A100132,Packet gateway overload during peak traffic,South India,IMS,low,63,Ericsson,Added capacity and balanced traffic,2025-01-02 09:00:00,High user impact
A100133,Packet gateway overload during peak traffic,West India,IMS,high,200,Cisco,Added capacity and balanced traffic,2025-01-02 09:15:00,High user impact
A100134,Packet gateway overload during peak traffic,West India,5G,low,154,Cisco,Added capacity and balanced traffic,2025-01-02 09:30:00,High user impact
A100135,Radio link failures across sectors,South India,4G,medium,87,Huawei,Replaced faulty radio module,2025-01-02 09:45:00,High user impact
A100136,Core authentication service failures,East India,IMS,high,78,Ericsson,Restarted authentication cluster,2025-01-02 10:00:00,High user impact
A100137,Backhaul congestion detected,South India,Core Network,low,69,Juniper,Applied traffic engineering optimization,2025-01-02 10:15:00,High user impact
A100138,5G users unable to establish data sessions,East India,5G,high,143,Nokia,Restarted packet gateway and validated connectivity,2025-01-02 10:30:00,High user impact
A100139,DNS resolution issues impacting services,West India,5G,medium,198,Nokia,Updated DNS configuration and cache,2025-01-02 10:45:00,High user impact
A100140,Packet gateway overload during peak traffic,West India,5G,medium,78,Ericsson,Added capacity and balanced traffic,2025-01-02 11:00:00,High user impact
A100141,Intermittent voice service degradation,North India,IMS,high,186,Ericsson,Adjusted radio and QoS parameters,2025-01-02 11:15:00,High user impact
A100142,DNS resolution issues impacting services,West India,5G,medium,62,Nokia,Updated DNS configuration and cache,2025-01-02 11:30:00,Moderate user impact
A100143,Backhaul congestion detected,North India,Core Network,critical,79,Cisco,Applied traffic engineering optimization,2025-01-02 11:45:00,High user impact
A100144,Backhaul congestion detected,East India,4G,medium,146,Juniper,Applied traffic engineering optimization,2025-01-02 12:00:00,Moderate user impact
A100145,DNS resolution issues impacting services,North India,Core Network,high,39,Huawei,Updated DNS configuration and cache,2025-01-02 12:15:00,Moderate user impact
A100146,DNS resolution issues impacting services,North India,IMS,medium,5,Juniper,Updated DNS configuration and cache,2025-01-02 12:30:00,High user impact
A100147,Backhaul congestion detected,West India,Fiber,critical,119,Huawei,Applied traffic engineering optimization,2025-01-02 12:45:00,High user impact
A100148,DNS resolution issues impacting services,West India,4G,high,101,Nokia,Updated DNS configuration and cache,2025-01-02 13:00:00,High user impact
A100149,Intermittent voice service degradation,South India,Fiber,medium,224,Cisco,Adjusted radio and QoS parameters,2025-01-02 13:15:00,High user impact
A100150,Core authentication service failures,West India,Core Network,medium,174,Ericsson,Restarted authentication cluster,2025-01-02 13:30:00,High user impact
A100151,Fiber latency spike between backbone nodes,South India,Core Network,medium,156,Ericsson,Re-routed traffic through alternate path,2025-01-02 13:45:00,High user impact
A100152,DNS resolution issues impacting services,West India,Core Network,critical,8,Nokia,Updated DNS configuration and cache,2025-01-02 14:00:00,High user impact
A100153,Increased call drops after configuration update,South India,Core Network,medium,72,Ericsson,Rolled back configuration and monitored KPIs,2025-01-02 14:15:00,High user impact
A100154,Radio link failures across sectors,East India,Fiber,critical,224,Cisco,Replaced faulty radio module,2025-01-02 14:30:00,High user impact
A100155,DNS resolution issues impacting services,North India,4G,low,22,Ericsson,Updated DNS configuration and cache,2025-01-02 14:45:00,High user impact
A100156,Core authentication service failures,South India,Core Network,critical,199,Nokia,Restarted authentication cluster,2025-01-02 15:00:00,High user impact
A100157,Packet gateway overload during peak traffic,South India,Fiber,critical,16,Huawei,Added capacity and balanced traffic,2025-01-02 15:15:00,High user impact
A100158,Radio link failures across sectors,East India,IMS,medium,67,Nokia,Replaced faulty radio module,2025-01-02 15:30:00,High user impact
A100159,Fiber latency spike between backbone nodes,South India,4G,low,161,Cisco,Re-routed traffic through alternate path,2025-01-02 15:45:00,High user impact
A100160,Intermittent voice service degradation,North India,Core Network,low,123,Huawei,Adjusted radio and QoS parameters,2025-01-02 16:00:00,High user impact
A100161,5G users unable to establish data sessions,North India,4G,critical,124,Ericsson,Restarted packet gateway and validated connectivity,2025-01-02 16:15:00,High user impact
A100162,Backhaul congestion detected,East India,Fiber,critical,155,Cisco,Applied traffic engineering optimization,2025-01-02 16:30:00,High user impact
A100163,Packet gateway overload during peak traffic,South India,4G,low,103,Cisco,Added capacity and balanced traffic,2025-01-02 16:45:00,High user impact
A100164,Intermittent voice service degradation,North India,5G,medium,80,Cisco,Adjusted radio and QoS parameters,2025-01-02 17:00:00,High user impact
A100165,Packet gateway overload during peak traffic,South India,IMS,low,226,Cisco,Added capacity and balanced traffic,2025-01-02 17:15:00,High user impact
A100166,Packet gateway overload during peak traffic,West India,4G,high,63,Nokia,Added capacity and balanced traffic,2025-01-02 17:30:00,High user impact
A100167,Intermittent voice service degradation,West India,5G,medium,198,Ericsson,Adjusted radio and QoS parameters,2025-01-02 17:45:00,High user impact
A100168,Packet gateway overload during peak traffic,West India,4G,high,13,Ericsson,Added capacity and balanced traffic,2025-01-02 18:00:00,High user impact
A100169,Packet gateway overload during peak traffic,South India,4G,medium,111,Juniper,Added capacity and balanced traffic,2025-01-02 18:15:00,High user impact
A100170,Radio link failures across sectors,West India,Fiber,medium,238,Cisco,Replaced faulty radio module,2025-01-02 18:30:00,High user impact
A100171,Packet gateway overload during peak traffic,West India,5G,high,91,Nokia,Added capacity and balanced traffic,2025-01-02 18:45:00,Moderate user impact
A100172,Multiple BTS synchronization failures,East India,IMS,critical,190,Huawei,Reconfigured timing source and synchronization settings,2025-01-02 19:00:00,High user impact
A100173,Increased call drops after configuration update,North India,5G,high,8,Cisco,Rolled back configuration and monitored KPIs,2025-01-02 19:15:00,High user impact
A100174,Radio link failures across sectors,South India,Core Network,high,177,Huawei,Replaced faulty radio module,2025-01-02 19:30:00,High user impact
A100175,Increased call drops after configuration update,South India,IMS,high,125,Huawei,Rolled back configuration and monitored KPIs,2025-01-02 19:45:00,Moderate user impact
A100176,Intermittent voice service degradation,West India,Fiber,medium,21,Cisco,Adjusted radio and QoS parameters,2025-01-02 20:00:00,High user impact
A100177,Increased call drops after configuration update,West India,5G,low,14,Ericsson,Rolled back configuration and monitored KPIs,2025-01-02 20:15:00,High user impact
A100178,Multiple BTS synchronization failures,West India,Fiber,critical,39,Juniper,Reconfigured timing source and synchronization settings,2025-01-02 20:30:00,High user impact
A100179,Core authentication service failures,East India,5G,high,191,Cisco,Restarted authentication cluster,2025-01-02 20:45:00,High user impact
A100180,Intermittent voice service degradation,West India,4G,medium,76,Cisco,Adjusted radio and QoS parameters,2025-01-02 21:00:00,Moderate user impact
A100181,Backhaul congestion detected,South India,Fiber,critical,223,Juniper,Applied traffic engineering optimization,2025-01-02 21:15:00,High user impact
A100182,Radio link failures across sectors,South India,Core Network,low,75,Ericsson,Replaced faulty radio module,2025-01-02 21:30:00,High user impact
A100183,Multiple BTS synchronization failures,South India,Fiber,high,157,Nokia,Reconfigured timing source and synchronization settings,2025-01-02 21:45:00,Moderate user impact
A100184,Fiber latency spike between backbone nodes,North India,4G,high,57,Juniper,Re-routed traffic through alternate path,2025-01-02 22:00:00,Moderate user impact
A100185,Multiple BTS synchronization failures,West India,IMS,high,64,Ericsson,Reconfigured timing source and synchronization settings,2025-01-02 22:15:00,High user impact
A100186,Packet gateway overload during peak traffic,North India,Fiber,critical,42,Nokia,Added capacity and balanced traffic,2025-01-02 22:30:00,Moderate user impact
A100187,Increased call drops after configuration update,South India,Fiber,high,11,Nokia,Rolled back configuration and monitored KPIs,2025-01-02 22:45:00,Moderate user impact
A100188,Intermittent voice service degradation,South India,4G,medium,49,Cisco,Adjusted radio and QoS parameters,2025-01-02 23:00:00,High user impact
A100189,DNS resolution issues impacting services,West India,Fiber,low,21,Juniper,Updated DNS configuration and cache,2025-01-02 23:15:00,High user impact
A100190,Intermittent voice service degradation,South India,5G,low,133,Juniper,Adjusted radio and QoS parameters,2025-01-02 23:30:00,High user impact
A100191,Packet gateway overload during peak traffic,West India,Core Network,medium,12,Cisco,Added capacity and balanced traffic,2025-01-02 23:45:00,Moderate user impact
A100192,Increased call drops after configuration update,South India,5G,medium,237,Huawei,Rolled back configuration and monitored KPIs,2025-01-03 00:00:00,High user impact
A100193,Intermittent voice service degradation,South India,IMS,low,37,Juniper,Adjusted radio and QoS parameters,2025-01-03 00:15:00,High user impact
A100194,Radio link failures across sectors,North India,Core Network,medium,157,Juniper,Replaced faulty radio module,2025-01-03 00:30:00,High user impact
A100195,Intermittent voice service degradation,South India,IMS,medium,208,Nokia,Adjusted radio and QoS parameters,2025-01-03 00:45:00,High user impact
A100196,Core authentication service failures,West India,Core Network,medium,63,Cisco,Restarted authentication cluster,2025-01-03 01:00:00,High user impact
A100197,Core authentication service failures,West India,Fiber,high,85,Huawei,Restarted authentication cluster,2025-01-03 01:15:00,High user impact
A100198,Fiber latency spike between backbone nodes,South India,5G,high,126,Ericsson,Re-routed traffic through alternate path,2025-01-03 01:30:00,Moderate user impact
