alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact
ALM_000118,LTE network in South India experiencing high severity incident: Unknown cause. Service affected: SMS delivery delays. Device vendor: Huawei.,South India,LTE,high,24,Huawei,"Incident resolved by performing: Review recent configuration changes, Inspect optical fiber continuity, Reboot network controller, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-09-26 02:25:00,SMS delivery delays
ALM_000119,5G network in East India experiencing high severity incident: Power supply failure in base station. Service affected: Data session timeouts. Device vendor: Nokia.,East India,5G,high,92,Nokia,"Incident resolved by performing: Verify power supply specifications, Check RF parameters configuration, Check spectrum analyzer readings, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-11-27 04:15:00,Data session timeouts
ALM_000120,Microwave network in Central India experiencing medium severity incident: Frequency offset error. Service affected: IoT data transmission failures. Device vendor: Huawei.,Central India,Microwave,medium,14,Huawei,"Incident resolved by performing: Check spectrum analyzer readings, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-10-16 18:28:00,IoT data transmission failures
ALM_000121,LTE network in East India experiencing critical severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Juniper.,East India,LTE,critical,109,Juniper,"Incident resolved by performing: Power cycle base station, Perform traffic engineering reroute, Reboot network controller. Root cause verified and preventive measures implemented.",2023-11-20 09:50:00,IoT data transmission failures
ALM_000122,5G network in Central India experiencing low severity incident: Backhaul link congestion. Service affected: Voice call failures. Device vendor: Juniper.,Central India,5G,low,15,Juniper,"Incident resolved by performing: Perform traffic engineering reroute, Inspect optical fiber continuity, Reboot network controller. Root cause verified and preventive measures implemented.",2023-05-27 02:41:00,Voice call failures
ALM_000123,4G network in West India experiencing medium severity incident: Capacity exhaustion during peak hours. Service affected: SMS delivery delays. Device vendor: Ericsson.,West India,4G,medium,50,Ericsson,"Incident resolved by performing: Check RF parameters configuration, Power cycle base station, Inspect optical fiber continuity, Reboot network controller. Root cause verified and preventive measures implemented.",2023-11-06 15:32:00,SMS delivery delays
ALM_000124,Fiber network in South India experiencing medium severity incident: Transceiver module failure. Service affected: M2M connectivity loss. Device vendor: Huawei.,South India,Fiber,medium,23,Huawei,"Incident resolved by performing: Reboot network controller, Power cycle base station, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-08-13 14:33:00,M2M connectivity loss
ALM_000125,Fiber network in West India experiencing medium severity incident: Optical amplifier malfunction. Service affected: Data session timeouts. Device vendor: Huawei.,West India,Fiber,medium,51,Huawei,"Incident resolved by performing: Verify power supply specifications, Check RF parameters configuration, Reboot network controller. Root cause verified and preventive measures implemented.",2023-02-03 10:06:00,Data session timeouts
ALM_000126,Microwave network in South India experiencing critical severity incident: Power amplifier failure. Service affected: M2M connectivity loss. Device vendor: Juniper.,South India,Microwave,critical,109,Juniper,"Incident resolved by performing: Reboot network controller, Check RF parameters configuration, Verify power supply specifications, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-06-08 20:44:00,M2M connectivity loss
ALM_000127,LTE network in East India experiencing high severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Huawei.,East India,LTE,high,42,Huawei,"Incident resolved by performing: Inspect optical fiber continuity, Perform traffic engineering reroute, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-12-10 13:32:00,Roaming service unavailable
ALM_000128,5G network in Central India experiencing info severity incident: Backhaul link congestion. Service affected: Roaming service unavailable. Device vendor: Samsung.,Central India,5G,info,2,Samsung,"Incident resolved by performing: Check RF parameters configuration, Validate antenna alignment, Perform traffic engineering reroute, Verify power supply specifications. Root cause verified and preventive measures implemented.",2023-03-21 02:18:00,Roaming service unavailable
ALM_000129,Fiber network in West India experiencing low severity incident: Optical signal degradation. Service affected: Video streaming buffering. Device vendor: Ericsson.,West India,Fiber,low,12,Ericsson,"Incident resolved by performing: Perform traffic engineering reroute, Clear processor memory cache, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-04-03 22:49:00,Video streaming buffering
ALM_000130,LTE network in South India experiencing info severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Huawei.,South India,LTE,info,15,Huawei,"Incident resolved by performing: Validate antenna alignment, Review recent configuration changes, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-04-30 17:15:00,IoT data transmission failures
ALM_000131,Fiber network in East India experiencing low severity incident: Optical signal degradation. Service affected: Roaming service unavailable. Device vendor: Ericsson.,East India,Fiber,low,28,Ericsson,"Incident resolved by performing: Verify power supply specifications, Review recent configuration changes, Perform traffic engineering reroute, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-03-24 06:51:00,Roaming service unavailable
ALM_000132,GSM network in West India experiencing high severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Ericsson.,West India,GSM,high,119,Ericsson,"Incident resolved by performing: Power cycle base station, Validate antenna alignment, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-02-12 05:17:00,IoT data transmission failures
ALM_000133,4G network in North India experiencing high severity incident: DNS resolution timeout. Service affected: Roaming service unavailable. Device vendor: Huawei.,North India,4G,high,18,Huawei,"Incident resolved by performing: Reboot network controller, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-07-22 16:23:00,Roaming service unavailable
ALM_000134,GSM network in West India experiencing info severity incident: Unknown cause. Service affected: SMS delivery delays. Device vendor: Cisco.,West India,GSM,info,1,Cisco,"Incident resolved by performing: Clear processor memory cache, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-03-12 01:18:00,SMS delivery delays
ALM_000135,Fiber network in West India experiencing medium severity incident: Transceiver module failure. Service affected: Emergency call drops. Device vendor: Ericsson.,West India,Fiber,medium,20,Ericsson,"Incident resolved by performing: Power cycle base station, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-03-18 17:46:00,Emergency call drops
ALM_000136,Fiber network in North India experiencing low severity incident: Splice point failure. Service affected: Voice call failures. Device vendor: Ericsson.,North India,Fiber,low,20,Ericsson,"Incident resolved by performing: Review recent configuration changes, Inspect optical fiber continuity, Check RF parameters configuration, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-08-03 20:50:00,Voice call failures
ALM_000137,LTE network in Central India experiencing high severity incident: Unknown cause. Service affected: SMS delivery delays. Device vendor: Cisco.,Central India,LTE,high,100,Cisco,"Incident resolved by performing: Reboot network controller, Verify power supply specifications, Power cycle base station, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-08-08 00:39:00,SMS delivery delays
ALM_000138,GSM network in East India experiencing critical severity incident: Unknown cause. Service affected: SMS delivery delays. Device vendor: Samsung.,East India,GSM,critical,121,Samsung,"Incident resolved by performing: Inspect optical fiber continuity, Verify power supply specifications, Reboot network controller. Root cause verified and preventive measures implemented.",2023-08-29 01:40:00,SMS delivery delays
ALM_000139,Fiber network in South India experiencing low severity incident: OTDR reading anomaly. Service affected: IoT data transmission failures. Device vendor: Samsung.,South India,Fiber,low,23,Samsung,"Incident resolved by performing: Check RF parameters configuration, Perform traffic engineering reroute, Verify power supply specifications, Reboot network controller. Root cause verified and preventive measures implemented.",2023-03-10 01:22:00,IoT data transmission failures
ALM_000140,4G network in South India experiencing medium severity incident: Capacity exhaustion during peak hours. Service affected: M2M connectivity loss. Device vendor: Ericsson.,South India,4G,medium,24,Ericsson,"Incident resolved by performing: Check spectrum analyzer readings, Clear processor memory cache, Power cycle base station, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-08-23 01:18:00,M2M connectivity loss
ALM_000141,LTE network in East India experiencing critical severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Huawei.,East India,LTE,critical,234,Huawei,"Incident resolved by performing: Validate antenna alignment, Check spectrum analyzer readings, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-11-28 06:18:00,Roaming service unavailable
ALM_000142,Microwave network in East India experiencing medium severity incident: Power amplifier failure. Service affected: SMS delivery delays. Device vendor: Juniper.,East India,Microwave,medium,56,Juniper,"Incident resolved by performing: Validate antenna alignment, Verify power supply specifications, Perform traffic engineering reroute, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-06-23 05:31:00,SMS delivery delays
ALM_000143,LTE network in North India experiencing medium severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Huawei.,North India,LTE,medium,24,Huawei,"Incident resolved by performing: Validate antenna alignment, Check RF parameters configuration, Check spectrum analyzer readings, Review recent configuration changes. Root cause verified and preventive measures implemented.",2023-04-03 17:18:00,IoT data transmission failures
ALM_000144,LTE network in East India experiencing critical severity incident: Unknown cause. Service affected: M2M connectivity loss. Device vendor: Samsung.,East India,LTE,critical,49,Samsung,"Incident resolved by performing: Review recent configuration changes, Check RF parameters configuration, Power cycle base station. Root cause verified and preventive measures implemented.",2023-08-17 01:46:00,M2M connectivity loss
ALM_000145,GSM network in South India experiencing high severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Ericsson.,South India,GSM,high,114,Ericsson,"Incident resolved by performing: Validate antenna alignment, Power cycle base station, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-03-15 19:43:00,Roaming service unavailable
ALM_000146,LTE network in North India experiencing high severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Juniper.,North India,LTE,high,82,Juniper,"Incident resolved by performing: Reboot network controller, Clear processor memory cache, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-12-14 14:23:00,Roaming service unavailable
ALM_000147,4G network in Central India experiencing info severity incident: DNS resolution timeout. Service affected: Emergency call drops. Device vendor: Cisco.,Central India,4G,info,4,Cisco,"Incident resolved by performing: Check spectrum analyzer readings, Inspect optical fiber continuity, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-02-28 00:47:00,Emergency call drops
ALM_000148,5G network in North India experiencing high severity incident: Power supply failure in base station. Service affected: IoT data transmission failures. Device vendor: Cisco.,North India,5G,high,106,Cisco,"Incident resolved by performing: Reboot network controller, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-12-22 15:12:00,IoT data transmission failures
ALM_000149,Fiber network in East India experiencing high severity incident: OTDR reading anomaly. Service affected: Roaming service unavailable. Device vendor: Nokia.,East India,Fiber,high,116,Nokia,"Incident resolved by performing: Inspect optical fiber continuity, Verify power supply specifications, Perform traffic engineering reroute, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-12-30 02:35:00,Roaming service unavailable
ALM_000150,GSM network in East India experiencing info severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Juniper.,East India,GSM,info,12,Juniper,"Incident resolved by performing: Check RF parameters configuration, Verify power supply specifications, Review recent configuration changes, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-03-13 07:50:00,IoT data transmission failures
ALM_000151,GSM network in West India experiencing critical severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Juniper.,West India,GSM,critical,62,Juniper,"Incident resolved by performing: Verify power supply specifications, Check spectrum analyzer readings, Review recent configuration changes, Reboot network controller. Root cause verified and preventive measures implemented.",2023-07-23 22:46:00,Roaming service unavailable
ALM_000152,Fiber network in Central India experiencing high severity incident: Optical amplifier malfunction. Service affected: Voice call failures. Device vendor: Nokia.,Central India,Fiber,high,70,Nokia,"Incident resolved by performing: Review recent configuration changes, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-09-22 11:08:00,Voice call failures
ALM_000153,LTE network in East India experiencing medium severity incident: Unknown cause. Service affected: SMS delivery delays. Device vendor: Juniper.,East India,LTE,medium,59,Juniper,"Incident resolved by performing: Inspect optical fiber continuity, Review recent configuration changes, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-06-05 05:10:00,SMS delivery delays
ALM_000154,Fiber network in North India experiencing high severity incident: Transceiver module failure. Service affected: Data session timeouts. Device vendor: Juniper.,North India,Fiber,high,90,Juniper,"Incident resolved by performing: Perform traffic engineering reroute, Reboot network controller. Root cause verified and preventive measures implemented.",2023-03-06 20:19:00,Data session timeouts
ALM_000155,5G network in North India experiencing info severity incident: Radio frequency interference in millimeter wave bands. Service affected: Video streaming buffering. Device vendor: Samsung.,North India,5G,info,9,Samsung,"Incident resolved by performing: Validate antenna alignment, Power cycle base station, Check spectrum analyzer readings, Reboot network controller. Root cause verified and preventive measures implemented.",2023-10-16 01:52:00,Video streaming buffering
ALM_000156,LTE network in South India experiencing low severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Samsung.,South India,LTE,low,10,Samsung,"Incident resolved by performing: Power cycle base station, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-10-07 09:41:00,IoT data transmission failures
ALM_000157,GSM network in East India experiencing high severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Juniper.,East India,GSM,high,55,Juniper,"Incident resolved by performing: Reboot network controller, Validate antenna alignment, Check RF parameters configuration, Review recent configuration changes. Root cause verified and preventive measures implemented.",2023-08-14 13:30:00,Roaming service unavailable
ALM_000158,5G network in South India experiencing critical severity incident: Software bug in RAN controller. Service affected: IoT data transmission failures. Device vendor: Cisco.,South India,5G,critical,98,Cisco,"Incident resolved by performing: Check RF parameters configuration, Verify power supply specifications. Root cause verified and preventive measures implemented.",2023-07-09 16:35:00,IoT data transmission failures
ALM_000159,Fiber network in South India experiencing medium severity incident: Splice point failure. Service affected: Roaming service unavailable. Device vendor: Nokia.,South India,Fiber,medium,41,Nokia,"Incident resolved by performing: Check RF parameters configuration, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-01-26 09:24:00,Roaming service unavailable
ALM_000160,LTE network in North India experiencing low severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Ericsson.,North India,LTE,low,17,Ericsson,"Incident resolved by performing: Inspect optical fiber continuity, Reboot network controller. Root cause verified and preventive measures implemented.",2023-09-21 14:31:00,IoT data transmission failures
ALM_000161,GSM network in East India experiencing critical severity incident: Unknown cause. Service affected: M2M connectivity loss. Device vendor: Juniper.,East India,GSM,critical,57,Juniper,"Incident resolved by performing: Clear processor memory cache, Reboot network controller. Root cause verified and preventive measures implemented.",2023-01-25 01:18:00,M2M connectivity loss
ALM_000162,GSM network in Central India experiencing high severity incident: Unknown cause. Service affected: Emergency call drops. Device vendor: Juniper.,Central India,GSM,high,61,Juniper,"Incident resolved by performing: Validate antenna alignment, Review recent configuration changes. Root cause verified and preventive measures implemented.",2023-07-26 11:02:00,Emergency call drops
ALM_000163,Fiber network in Central India experiencing high severity incident: Optical amplifier malfunction. Service affected: M2M connectivity loss. Device vendor: Ericsson.,Central India,Fiber,high,27,Ericsson,"Incident resolved by performing: Reboot network controller, Review recent configuration changes, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-08-19 17:17:00,M2M connectivity loss
ALM_000164,Fiber network in Central India experiencing critical severity incident: Splice point failure. Service affected: Data session timeouts. Device vendor: Ericsson.,Central India,Fiber,critical,39,Ericsson,"Incident resolved by performing: Reboot network controller, Check spectrum analyzer readings, Review recent configuration changes, Verify power supply specifications. Root cause verified and preventive measures implemented.",2023-03-15 06:38:00,Data session timeouts
ALM_000165,LTE network in South India experiencing info severity incident: Unknown cause. Service affected: Emergency call drops. Device vendor: Cisco.,South India,LTE,info,24,Cisco,"Incident resolved by performing: Reboot network controller, Review recent configuration changes, Check spectrum analyzer readings, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-11-07 16:08:00,Emergency call drops
ALM_000166,5G network in East India experiencing critical severity incident: Software bug in RAN controller. Service affected: Emergency call drops. Device vendor: Samsung.,East India,5G,critical,136,Samsung,"Incident resolved by performing: Power cycle base station, Check spectrum analyzer readings, Clear processor memory cache, Reboot network controller. Root cause verified and preventive measures implemented.",2023-10-16 09:30:00,Emergency call drops
ALM_000167,Microwave network in Central India experiencing high severity incident: Path obstruction from weather. Service affected: M2M connectivity loss. Device vendor: Cisco.,Central India,Microwave,high,82,Cisco,"Incident resolved by performing: Inspect optical fiber continuity, Power cycle base station. Root cause verified and preventive measures implemented.",2023-10-24 18:14:00,M2M connectivity loss
ALM_000168,4G network in West India experiencing low severity incident: Capacity exhaustion during peak hours. Service affected: M2M connectivity loss. Device vendor: Huawei.,West India,4G,low,5,Huawei,"Incident resolved by performing: Inspect optical fiber continuity, Validate antenna alignment, Check spectrum analyzer readings, Review recent configuration changes. Root cause verified and preventive measures implemented.",2023-10-21 22:07:00,M2M connectivity loss
ALM_000169,Fiber network in Central India experiencing low severity incident: Optical signal degradation. Service affected: M2M connectivity loss. Device vendor: Huawei.,Central India,Fiber,low,17,Huawei,"Incident resolved by performing: Check RF parameters configuration, Check spectrum analyzer readings, Reboot network controller. Root cause verified and preventive measures implemented.",2023-02-01 22:08:00,M2M connectivity loss
ALM_000170,Microwave network in East India experiencing low severity incident: Modulation quality degradation. Service affected: Video streaming buffering. Device vendor: Juniper.,East India,Microwave,low,7,Juniper,"Incident resolved by performing: Review recent configuration changes, Clear processor memory cache, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-10-07 11:43:00,Video streaming buffering
ALM_000171,4G network in West India experiencing low severity incident: Load balancer malfunction. Service affected: Emergency call drops. Device vendor: Huawei.,West India,4G,low,12,Huawei,"Incident resolved by performing: Verify power supply specifications, Review recent configuration changes, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-06-02 09:45:00,Emergency call drops
ALM_000172,4G network in North India experiencing critical severity incident: Router buffer overflow. Service affected: IoT data transmission failures. Device vendor: Huawei.,North India,4G,critical,118,Huawei,"Incident resolved by performing: Clear processor memory cache, Check spectrum analyzer readings, Inspect optical fiber continuity, Verify power supply specifications. Root cause verified and preventive measures implemented.",2023-07-22 11:49:00,IoT data transmission failures
ALM_000173,Fiber network in East India experiencing critical severity incident: Optical amplifier malfunction. Service affected: Video streaming buffering. Device vendor: Nokia.,East India,Fiber,critical,187,Nokia,"Incident resolved by performing: Power cycle base station, Review recent configuration changes. Root cause verified and preventive measures implemented.",2023-10-03 08:59:00,Video streaming buffering
ALM_000174,5G network in West India experiencing low severity incident: Radio frequency interference in millimeter wave bands. Service affected: Data session timeouts. Device vendor: Huawei.,West India,5G,low,4,Huawei,"Incident resolved by performing: Review recent configuration changes, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-04-26 20:14:00,Data session timeouts
ALM_000175,GSM network in South India experiencing medium severity incident: Unknown cause. Service affected: Voice call failures. Device vendor: Huawei.,South India,GSM,medium,23,Huawei,"Incident resolved by performing: Perform traffic engineering reroute, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-07-28 20:59:00,Voice call failures
ALM_000176,5G network in West India experiencing critical severity incident: Power supply failure in base station. Service affected: IoT data transmission failures. Device vendor: Nokia.,West India,5G,critical,131,Nokia,"Incident resolved by performing: Clear processor memory cache, Power cycle base station. Root cause verified and preventive measures implemented.",2023-10-01 23:46:00,IoT data transmission failures
ALM_000177,Fiber network in East India experiencing low severity incident: Fiber cut due to construction. Service affected: IoT data transmission failures. Device vendor: Huawei.,East India,Fiber,low,21,Huawei,"Incident resolved by performing: Review recent configuration changes, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-01-05 09:36:00,IoT data transmission failures
ALM_000178,5G network in South India experiencing low severity incident: Software bug in RAN controller. Service affected: Emergency call drops. Device vendor: Samsung.,South India,5G,low,21,Samsung,"Incident resolved by performing: Check RF parameters configuration, Power cycle base station, Reboot network controller, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-05-20 06:51:00,Emergency call drops
ALM_000179,4G network in Central India experiencing low severity incident: Spectrum interference from adjacent channels. Service affected: M2M connectivity loss. Device vendor: Samsung.,Central India,4G,low,27,Samsung,"Incident resolved by performing: Reboot network controller, Verify power supply specifications, Validate antenna alignment, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-06-01 18:43:00,M2M connectivity loss
ALM_000180,GSM network in South India experiencing medium severity incident: Unknown cause. Service affected: Video streaming buffering. Device vendor: Ericsson.,South India,GSM,medium,29,Ericsson,"Incident resolved by performing: Clear processor memory cache, Reboot network controller, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-02-18 05:08:00,Video streaming buffering
ALM_000181,5G network in East India experiencing high severity incident: Software bug in RAN controller. Service affected: SMS delivery delays. Device vendor: Samsung.,East India,5G,high,22,Samsung,"Incident resolved by performing: Clear processor memory cache, Check RF parameters configuration, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-10-26 23:36:00,SMS delivery delays
ALM_000182,Microwave network in North India experiencing medium severity incident: Antenna misalignment. Service affected: Video streaming buffering. Device vendor: Samsung.,North India,Microwave,medium,28,Samsung,"Incident resolved by performing: Check RF parameters configuration, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-12-18 16:59:00,Video streaming buffering
ALM_000183,Fiber network in West India experiencing info severity incident: OTDR reading anomaly. Service affected: IoT data transmission failures. Device vendor: Samsung.,West India,Fiber,info,30,Samsung,"Incident resolved by performing: Inspect optical fiber continuity, Perform traffic engineering reroute, Verify power supply specifications, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-03-20 14:47:00,IoT data transmission failures
ALM_000184,LTE network in Central India experiencing critical severity incident: Unknown cause. Service affected: Video streaming buffering. Device vendor: Ericsson.,Central India,LTE,critical,170,Ericsson,"Incident resolved by performing: Review recent configuration changes, Check RF parameters configuration, Perform traffic engineering reroute, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-08-17 16:45:00,Video streaming buffering
ALM_000185,Microwave network in Central India experiencing critical severity incident: RF interference from co-channel source. Service affected: IoT data transmission failures. Device vendor: Cisco.,Central India,Microwave,critical,160,Cisco,"Incident resolved by performing: Check spectrum analyzer readings, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-09-24 14:07:00,IoT data transmission failures
ALM_000186,Fiber network in Central India experiencing medium severity incident: Fiber cut due to construction. Service affected: Voice call failures. Device vendor: Cisco.,Central India,Fiber,medium,51,Cisco,"Incident resolved by performing: Clear processor memory cache, Power cycle base station, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-09-20 13:29:00,Voice call failures
ALM_000187,GSM network in North India experiencing critical severity incident: Unknown cause. Service affected: IoT data transmission failures. Device vendor: Juniper.,North India,GSM,critical,47,Juniper,"Incident resolved by performing: Clear processor memory cache, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-10-24 02:02:00,IoT data transmission failures
ALM_000188,Microwave network in West India experiencing low severity incident: Modulation quality degradation. Service affected: M2M connectivity loss. Device vendor: Huawei.,West India,Microwave,low,15,Huawei,"Incident resolved by performing: Verify power supply specifications, Review recent configuration changes, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-04-03 04:49:00,M2M connectivity loss
ALM_000189,4G network in West India experiencing high severity incident: Gateway processor failure. Service affected: Video streaming buffering. Device vendor: Juniper.,West India,4G,high,108,Juniper,"Incident resolved by performing: Power cycle base station, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-12-01 11:07:00,Video streaming buffering
ALM_000190,Fiber network in Central India experiencing high severity incident: Splice point failure. Service affected: IoT data transmission failures. Device vendor: Cisco.,Central India,Fiber,high,46,Cisco,"Incident resolved by performing: Check RF parameters configuration, Clear processor memory cache, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-08-26 21:46:00,IoT data transmission failures
ALM_000191,Microwave network in Central India experiencing high severity incident: Power amplifier failure. Service affected: SMS delivery delays. Device vendor: Ericsson.,Central India,Microwave,high,41,Ericsson,"Incident resolved by performing: Perform traffic engineering reroute, Power cycle base station. Root cause verified and preventive measures implemented.",2023-02-27 01:51:00,SMS delivery delays
ALM_000192,Microwave network in South India experiencing critical severity incident: Path obstruction from weather. Service affected: IoT data transmission failures. Device vendor: Samsung.,South India,Microwave,critical,132,Samsung,"Incident resolved by performing: Review recent configuration changes, Inspect optical fiber continuity. Root cause verified and preventive measures implemented.",2023-08-17 19:43:00,IoT data transmission failures
ALM_000193,LTE network in Central India experiencing info severity incident: Unknown cause. Service affected: Roaming service unavailable. Device vendor: Huawei.,Central India,LTE,info,20,Huawei,"Incident resolved by performing: Clear processor memory cache, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-01-29 04:32:00,Roaming service unavailable
ALM_000194,GSM network in East India experiencing info severity incident: Unknown cause. Service affected: Data session timeouts. Device vendor: Ericsson.,East India,GSM,info,19,Ericsson,"Incident resolved by performing: Validate antenna alignment, Review recent configuration changes, Check spectrum analyzer readings, Power cycle base station. Root cause verified and preventive measures implemented.",2023-12-05 16:14:00,Data session timeouts
ALM_000195,GSM network in West India experiencing high severity incident: Unknown cause. Service affected: M2M connectivity loss. Device vendor: Cisco.,West India,GSM,high,53,Cisco,"Incident resolved by performing: Review recent configuration changes, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-06-26 20:42:00,M2M connectivity loss
ALM_000196,Microwave network in West India experiencing info severity incident: RF interference from co-channel source. Service affected: M2M connectivity loss. Device vendor: Ericsson.,West India,Microwave,info,14,Ericsson,"Incident resolved by performing: Review recent configuration changes, Check RF parameters configuration, Validate antenna alignment, Verify power supply specifications. Root cause verified and preventive measures implemented.",2023-05-04 07:19:00,M2M connectivity loss
ALM_000197,Microwave network in West India experiencing critical severity incident: Path obstruction from weather. Service affected: Video streaming buffering. Device vendor: Huawei.,West India,Microwave,critical,167,Huawei,"Incident resolved by performing: Clear processor memory cache, Validate antenna alignment. Root cause verified and preventive measures implemented.",2023-05-11 06:21:00,Video streaming buffering
ALM_000198,5G network in South India experiencing info severity incident: Radio frequency interference in millimeter wave bands. Service affected: IoT data transmission failures. Device vendor: Juniper.,South India,5G,info,7,Juniper,"Incident resolved by performing: Reboot network controller, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-12-11 19:38:00,IoT data transmission failures
ALM_000199,4G network in North India experiencing low severity incident: Load balancer malfunction. Service affected: Video streaming buffering. Device vendor: Samsung.,North India,4G,low,30,Samsung,"Incident resolved by performing: Perform traffic engineering reroute, Inspect optical fiber continuity, Validate antenna alignment, Verify power supply specifications. Root cause verified and preventive measures implemented.",2023-01-08 06:59:00,Video streaming buffering
ALM_000200,LTE network in West India experiencing medium severity incident: Unknown cause. Service affected: Emergency call drops. Device vendor: Juniper.,West India,LTE,medium,24,Juniper,"Incident resolved by performing: Review recent configuration changes, Check spectrum analyzer readings, Perform traffic engineering reroute. Root cause verified and preventive measures implemented.",2023-10-10 10:49:00,Emergency call drops
ALM_000201,LTE network in East India experiencing low severity incident: Unknown cause. Service affected: Video streaming buffering. Device vendor: Huawei.,East India,LTE,low,2,Huawei,"Incident resolved by performing: Check RF parameters configuration, Power cycle base station, Clear processor memory cache, Check spectrum analyzer readings. Root cause verified and preventive measures implemented.",2023-02-20 23:30:00,Video streaming buffering
ALM_000202,GSM network in South India experiencing medium severity incident: Unknown cause. Service affected: M2M connectivity loss. Device vendor: Nokia.,South India,GSM,medium,19,Nokia,"Incident resolved by performing: Inspect optical fiber continuity, Check spectrum analyzer readings, Reboot network controller, Check RF parameters configuration. Root cause verified and preventive measures implemented.",2023-10-27 18:46:00,M2M connectivity loss
ALM_000203,Microwave network in West India experiencing medium severity incident: Power amplifier failure. Service affected: Data session timeouts. Device vendor: Nokia.,West India,Microwave,medium,15,Nokia,"Incident resolved by performing: Review recent configuration changes, Check spectrum analyzer readings, Check RF parameters configuration, Clear processor memory cache. Root cause verified and preventive measures implemented.",2023-09-08 23:41:00,Data session timeouts
ALM_000204,5G network in North India experiencing low severity incident: Radio frequency interference in millimeter wave bands. Service affected: Video streaming buffering. Device vendor: Ericsson.,North India,5G,low,5,Ericsson,"Incident resolved by performing: Check RF parameters configuration, Power cycle base station. Root cause verified and preventive measures implemented.",2023-11-25 01:33:00,Video streaming buffering
